City,Country,Scraping Link,Location,translated_original,translated_mymemory
Mmankgodi,Botswana,,Mmankgodi Botswana,Mmankgodi Botswana,Mmankgodi Botswana
Lerala,Botswana,,Lerala Botswana,Lerala Botswana,Lerala Botswana
Otse,Botswana,,Otse Botswana,Otse Botswana,Botswana
Kumakwane,Botswana,,Kumakwane Botswana,Kumakwane Botswana,Kumakwane Botswana
Sese,Botswana,,Sese Botswana,Sese Botswana,Botswana
Kang,Botswana,,Kang Botswana,Kang Botswana,Kang Botswana
Lentsweletau,Botswana,,Lentsweletau Botswana,Lentsweletau Botswana,Lentsweletau Botswana
Masunga,Botswana,,Masunga Botswana,Masunga Botswana,Masunga Botswana
Lotlhakane,Botswana,,Lotlhakane Botswana,Lotlhakane Botswana,Lotlhakane Botswana
Sefophe,Botswana,,Sefophe Botswana,Sefophe Botswana,Sefophe Botswana
Rasesa,Botswana,,Rasesa Botswana,Rasesa Botswana,Rasesa Botswana
Maitengwe,Botswana,,Maitengwe Botswana,Maitengwe Botswana,Maitengwe Botswana
Mathangwane,Botswana,,Mathangwane Botswana,Mathangwane Botswana,Mathangwane Botswana
Shashe-Mooke,Botswana,,Shashe-Mooke Botswana,Shashe-Mooke Botswana,Shashe-Mooke Botswana
Good Hope,Botswana,,Good Hope Botswana,Good Hope Botswana,Good Hope Botswana
Gweta,Botswana,,Gweta Botswana,Gweta Botswana,Gweta Botswana
Mmathethe,Botswana,,Mmathethe Botswana,Mmathethe Botswana,Mmathethe Botswana
Sefhare,Botswana,,Sefhare Botswana,Sefhare Botswana,Sefhare Botswana
Chadibe,Botswana,,Chadibe Botswana,Chadibe Botswana,Chadibe Botswana
Tsetsebjwe,Botswana,,Tsetsebjwe Botswana,Tsetsebjwe Botswana,Tsetsebjwe Botswana
Hukuntsi,Botswana,,Hukuntsi Botswana,Hukuntsi Botswana,Hukuntsi Botswana
Charles Hill,Botswana,,Charles Hill Botswana,Charles Hill Botswana,Charles Hill Botswana
Morwa,Botswana,,Morwa Botswana,Morwa Botswana,Morwa Botswana
Mandunyane,Botswana,,Mandunyane Botswana,Mandunyane Botswana,Mandunyane Botswana
Etsha ,Botswana,,Etsha  Botswana,Etsha  Botswana,Etsha  Botswana
Digawana,Botswana,,Digawana Botswana,Digawana Botswana,Digawana Botswana
Mokatse,Botswana,,Mokatse Botswana,Mokatse Botswana,Mokatse Botswana
Pitsane Siding,Botswana,,Pitsane Siding Botswana,Pitsane Siding Botswana,Pitsane Abstellgleis Botswana
Mopipi,Botswana,,Mopipi Botswana,Mopipi Botswana,Mopipi Botswana
Dukwi,Botswana,,Dukwi Botswana,Dukwi Botswana,Dukwi Botswana
Nkange,Botswana,,Nkange Botswana,Nkange Botswana,Nkange Botswana
Matshelagabedi,Botswana,,Matshelagabedi Botswana,Matshelagabedi Botswana,Matshelagabedi Botswana
Ramokgonami,Botswana,,Ramokgonami Botswana,Ramokgonami Botswana,Ramokgonami Botswana
Sebina,Botswana,,Sebina Botswana,Sebina Botswana,Sebina Botswana
Maunatlala,Botswana,,Maunatlala Botswana,Maunatlala Botswana,Maunatlala Botswana
Manyana,Botswana,,Manyana Botswana,Manyana Botswana,Manyana Botswana
Modipane,Botswana,,Modipane Botswana,Modipane Botswana,Modipane Botswana
Takatokwane,Botswana,,Takatokwane Botswana,Takatokwane Botswana,Takatokwane Botswana
Lecheng,Botswana,,Lecheng Botswana,Lecheng Botswana,Lecheng Botswana
Werda,Botswana,,Werda Botswana,Werda Botswana,Werda Botswana
Moiyabana,Botswana,,Moiyabana Botswana,Moiyabana Botswana,Moiyabana Botswana
Gakuto,Botswana,,Gakuto Botswana,Gakuto Botswana,Gakuto Botswana
Pilane,Botswana,,Pilane Botswana,Pilane Botswana,Pilane Botswana
Ranaka,Botswana,,Ranaka Botswana,Ranaka Botswana,Ranaka Botswana
Matebeleng,Botswana,,Matebeleng Botswana,Matebeleng Botswana,Matebeleng Botswana
Radisele,Botswana,,Radisele Botswana,Radisele Botswana,Radisele Botswana
Khudumelapye,Botswana,,Khudumelapye Botswana,Khudumelapye Botswana,Khudumelapye Botswana
Khakhea,Botswana,,Khakhea Botswana,Khakhea Botswana,Khakhea Botswana
Serule,Botswana,,Serule Botswana,Serule Botswana,Serule Botswana
Matlapana,Botswana,,Matlapana Botswana,Matlapana Botswana,Matlapana Botswana
Mogorosi,Botswana,,Mogorosi Botswana,Mogorosi Botswana,Mogorosi Botswana
Tobane,Botswana,,Tobane Botswana,Tobane Botswana,Tobane Botswana
Mookane,Botswana,,Mookane Botswana,Mookane Botswana,Mookane Botswana
Mmashoro,Botswana,,Mmashoro Botswana,Mmashoro Botswana,Mmashoro Botswana
Mogobane,Botswana,,Mogobane Botswana,Mogobane Botswana,Mogobane Botswana
Sowa,Botswana,,Sowa Botswana,Sowa Botswana,Sowa Botswana
Thabala,Botswana,,Thabala Botswana,Thabala Botswana,Thabala Botswana
Ntlhantlhe,Botswana,,Ntlhantlhe Botswana,Ntlhantlhe Botswana,Ntlhantlhe Botswana
Dekar,Botswana,,Dekar Botswana,Dekar Botswana,Dekar Botswana
Malolwane,Botswana,,Malolwane Botswana,Malolwane Botswana,Malolwane Botswana
Seronga,Botswana,,Seronga Botswana,Seronga Botswana,Seronga Botswana
Machaneng,Botswana,,Machaneng Botswana,Machaneng Botswana,Machaneng Botswana
Pandamatenga,Botswana,,Pandamatenga Botswana,Pandamatenga Botswana,Pandamatenga Botswana
Paje,Botswana,,Paje Botswana,Paje Botswana,Botswana
Molalatau,Botswana,,Molalatau Botswana,Molalatau Botswana,Molalatau Botswana
Sehithwa,Botswana,,Sehithwa Botswana,Sehithwa Botswana,Sehithwa Botswana
Tumasera,Botswana,,Tumasera Botswana,Tumasera Botswana,Tumasera Botswana
Ditshegwane,Botswana,,Ditshegwane Botswana,Ditshegwane Botswana,Ditshegwane Botswana
Salajwe,Botswana,,Salajwe Botswana,Salajwe Botswana,Salajwe Botswana
Mokoboxane,Botswana,,Mokoboxane Botswana,Mokoboxane Botswana,Mokoboxan Botswana
Mathathane,Botswana,,Mathathane Botswana,Mathathane Botswana,Mathathane Botswana
Mmathubudukwane,Botswana,,Mmathubudukwane Botswana,Mmathubudukwane Botswana,Mmathubudukwane Botswana
Nokaneng,Botswana,,Nokaneng Botswana,Nokaneng Botswana,Nokaneng Botswana
Mabutsane,Botswana,,Mabutsane Botswana,Mabutsane Botswana,Mabutsane Botswana
Mohembo West,Botswana,,Mohembo West Botswana,Mohembo West Botswana,Mohembo West Botswana
Marapong,Botswana,,Marapong Botswana,Marapong Botswana,Marapong Botswana
Nshakashokwe,Botswana,,Nshakashokwe Botswana,Nshakashokwe Botswana,Nshakashokwe Botswana
Senete,Botswana,,Senete Botswana,Senete Botswana,Senete Botswana
Artisia,Botswana,,Artisia Botswana,Artisia Botswana,Artisia Botswana
Sojwe,Botswana,,Sojwe Botswana,Sojwe Botswana,Sojwe Botswana
Mabeleapudi,Botswana,,Mabeleapudi Botswana,Mabeleapudi Botswana,Mabeleapudi Botswana
Lesenepole,Botswana,,Lesenepole Botswana,Lesenepole Botswana,Lesenepole Botswana
Mosolotshane,Botswana,,Mosolotshane Botswana,Mosolotshane Botswana,Mosolotshane Botswana
Tshesebe,Botswana,,Tshesebe Botswana,Tshesebe Botswana,Tshesebe Botswana
Matsiloje,Botswana,,Matsiloje Botswana,Matsiloje Botswana,Matsiloje Botswana
Kalamare,Botswana,,Kalamare Botswana,Kalamare Botswana,Kalamare Botswana
Ratholo,Botswana,,Ratholo Botswana,Ratholo Botswana,Ratholo Botswana
Mokobeng,Botswana,,Mokobeng Botswana,Mokobeng Botswana,Mokobeng Botswana
Ncojane,Botswana,,Ncojane Botswana,Ncojane Botswana,Ncojane Botswana
Nswazwi,Botswana,,Nswazwi Botswana,Nswazwi Botswana,Nswazwi Botswana
Lorolwana,Botswana,,Lorolwana Botswana,Lorolwana Botswana,Lorolwana Botswana
Mogapi,Botswana,,Mogapi Botswana,Mogapi Botswana,Mogapi Botswana
Makobo,Botswana,,Makobo Botswana,Makobo Botswana,Makobo Botswana
Tsamaya,Botswana,,Tsamaya Botswana,Tsamaya Botswana,Tsamaya Botswana
Tsau,Botswana,,Tsau Botswana,Tsau Botswana,Botswana
Mmatseta,Botswana,,Mmatseta Botswana,Mmatseta Botswana,Mmatseta Botswana
Seleka,Botswana,,Seleka Botswana,Seleka Botswana,Seleka Botswana
Maokane,Botswana,,Maokane Botswana,Maokane Botswana,Maokane Botswana
Sepopa,Botswana,,Sepopa Botswana,Sepopa Botswana,Sepopa Botswana
Mabesekwa,Botswana,,Mabesekwa Botswana,Mabesekwa Botswana,Mabesekwa Botswana
Moletemane,Botswana,,Moletemane Botswana,Moletemane Botswana,Moletemane Botswana
Tshimoyapula,Botswana,,Tshimoyapula Botswana,Tshimoyapula Botswana,Tshimoyapula Botswana
Mosetse,Botswana,,Mosetse Botswana,Mosetse Botswana,Mosetse Botswana
Lotlhakane West,Botswana,,Lotlhakane West Botswana,Lotlhakane West Botswana,Lotlhakane West Botswana
Mokubilo,Botswana,,Mokubilo Botswana,Mokubilo Botswana,Mokubilo Botswana
Xhumo,Botswana,,Xhumo Botswana,Xhumo Botswana,Xhumo Botswana
Lehututu,Botswana,,Lehututu Botswana,Lehututu Botswana,Lehututu Botswana
Sesung,Botswana,,Sesung Botswana,Sesung Botswana,Sesung Botswana
Moroka,Botswana,,Moroka Botswana,Moroka Botswana,Moroka Botswana
Gobojango,Botswana,,Gobojango Botswana,Gobojango Botswana,Gobojango Botswana
Rakhuna,Botswana,,Rakhuna Botswana,Rakhuna Botswana,Rakhuna Botswana
Marobela,Botswana,,Marobela Botswana,Marobela Botswana,Marobela Botswana
Moshaneng,Botswana,,Moshaneng Botswana,Moshaneng Botswana,Moshaneng Botswana
Themashanga,Botswana,,Themashanga Botswana,Themashanga Botswana,Themashanga Botswana
Tsootsha,Botswana,,Tsootsha Botswana,Tsootsha Botswana,Tsootsha Botswana
Gojwane,Botswana,,Gojwane Botswana,Gojwane Botswana,Gojwane Botswana
Kauxwhi,Botswana,,Kauxwhi Botswana,Kauxwhi Botswana,Kauxwhi Botswana
Kudumatse,Botswana,,Kudumatse Botswana,Kudumatse Botswana,Kudumatse Botswana
Malatswai,Botswana,,Malatswai Botswana,Malatswai Botswana,Malatswai Botswana
Mmanoko,Botswana,,Mmanoko Botswana,Mmanoko Botswana,Mmanoko Botswana
Toteng,Botswana,,Toteng Botswana,Toteng Botswana,Toteng Botswana
Mabule,Botswana,,Mabule Botswana,Mabule Botswana,Mabule Botswana
Maboane,Botswana,,Maboane Botswana,Maboane Botswana,Maboane Botswana
Makwate,Botswana,,Makwate Botswana,Makwate Botswana,Makwate Botswana
Lokgwabe,Botswana,,Lokgwabe Botswana,Lokgwabe Botswana,Lokgwabe Botswana
Motlhabaneng,Botswana,,Motlhabaneng Botswana,Motlhabaneng Botswana,Motlhabaneng Botswana
Dimajwe,Botswana,,Dimajwe Botswana,Dimajwe Botswana,Dimajwe Botswana
Makopong,Botswana,,Makopong Botswana,Makopong Botswana,Makopong Botswana
Majwaneng,Botswana,,Majwaneng Botswana,Majwaneng Botswana,Majwaneng Botswana
Zwenshambe,Botswana,,Zwenshambe Botswana,Zwenshambe Botswana,Zwenshambe Botswana
Ditladi,Botswana,,Ditladi Botswana,Ditladi Botswana,Ditladi Botswana
Mogapinyana,Botswana,,Mogapinyana Botswana,Mogapinyana Botswana,Mogapinyana Botswana
Magotlhwane,Botswana,,Magotlhwane Botswana,Magotlhwane Botswana,Magotlhwane Botswana
Selokolela,Botswana,,Selokolela Botswana,Selokolela Botswana,Selokolela Botswana
Lorwana,Botswana,,Lorwana Botswana,Lorwana Botswana,Lorwana Botswana
Motokwe,Botswana,,Motokwe Botswana,Motokwe Botswana,Motokwe Botswana
Mmatshumo,Botswana,,Mmatshumo Botswana,Mmatshumo Botswana,Mmatshumo Botswana
Moshaweng,Botswana,,Moshaweng Botswana,Moshaweng Botswana,Moshaweng Botswana
Mosu,Botswana,,Mosu Botswana,Mosu Botswana,Botswana
Kokotsha,Botswana,,Kokotsha Botswana,Kokotsha Botswana,Kokotsha Botswana
Kgomokasitwa,Botswana,,Kgomokasitwa Botswana,Kgomokasitwa Botswana,Kgomokasitwa Botswana
Samochema,Botswana,,Samochema Botswana,Samochema Botswana,Samochema Botswana
Goshwe,Botswana,,Goshwe Botswana,Goshwe Botswana,Goshwe Botswana
Natale,Botswana,,Natale Botswana,Natale Botswana,Natale Botswana
Phitshane Molopo,Botswana,,Phitshane Molopo Botswana,Phitshane Molopo Botswana,Phitshane Molopo Botswana
New Xade,Botswana,,New Xade Botswana,New Xade Botswana,New Xade Botswana
Gamodubu,Botswana,,Gamodubu Botswana,Gamodubu Botswana,Gamodubu Botswana
Topisi,Botswana,,Topisi Botswana,Topisi Botswana,Topisi Botswana
Seolwane,Botswana,,Seolwane Botswana,Seolwane Botswana,Seolwane Botswana
Xakao,Botswana,,Xakao Botswana,Xakao Botswana,Xakao Botswana
Kgagodi,Botswana,,Kgagodi Botswana,Kgagodi Botswana,Kgagodi Botswana
Zoroga,Botswana,,Zoroga Botswana,Zoroga Botswana,Zoroga Botswana
Makalamabedi,Botswana,,Makalamabedi Botswana,Makalamabedi Botswana,Makalamabedi Botswana
Kodibeleng,Botswana,,Kodibeleng Botswana,Kodibeleng Botswana,Kodibeleng Botswana
Ramatlabama,Botswana,,Ramatlabama Botswana,Ramatlabama Botswana,Ramatlabama Botswana
Tshokwe,Botswana,,Tshokwe Botswana,Tshokwe Botswana,Tshokwe Botswana
Mafongo,Botswana,,Mafongo Botswana,Mafongo Botswana,Mafongo Botswana
Sikwane,Botswana,,Sikwane Botswana,Sikwane Botswana,Sikwane Botswana
Ramokgwebana,Botswana,,Ramokgwebana Botswana,Ramokgwebana Botswana,Ramokgwebana Botswana
Kedia,Botswana,,Kedia Botswana,Kedia Botswana,Kedia Botswana
Matobo,Botswana,,Matobo Botswana,Matobo Botswana,Matobo Botswana
Nlakhwane,Botswana,,Nlakhwane Botswana,Nlakhwane Botswana,Nlakhwane Botswana
Damochojena,Botswana,,Damochojena Botswana,Damochojena Botswana,Damochojena Botswana
Pitseng,Botswana,,Pitseng Botswana,Pitseng Botswana,Pitseng Botswana
Khwee,Botswana,,Khwee Botswana,Khwee Botswana,Khwee Botswana
Matsitama,Botswana,,Matsitama Botswana,Matsitama Botswana,Matsitama Botswana
Beetsha,Botswana,,Beetsha Botswana,Beetsha Botswana,Beetsha Botswana
Nxamasere,Botswana,,Nxamasere Botswana,Nxamasere Botswana,Nxamasere Botswana
Semolale,Botswana,,Semolale Botswana,Semolale Botswana,Semolale Botswana
Botlhapatlou,Botswana,,Botlhapatlou Botswana,Botlhapatlou Botswana,Botlhapatlou Botswana
Senyawe,Botswana,,Senyawe Botswana,Senyawe Botswana,Senyawe Botswana
Sekoma,Botswana,,Sekoma Botswana,Sekoma Botswana,Sekoma Botswana
Dutlwe,Botswana,,Dutlwe Botswana,Dutlwe Botswana,Dutlwe Botswana
Makaleng,Botswana,,Makaleng Botswana,Makaleng Botswana,Makaleng Botswana
Mapoka,Botswana,,Mapoka Botswana,Mapoka Botswana,Mapoka Botswana
Gootau,Botswana,,Gootau Botswana,Gootau Botswana,Gootau Botswana
Tamasane,Botswana,,Tamasane Botswana,Tamasane Botswana,Tamasane Botswana
Malwelwe,Botswana,,Malwelwe Botswana,Malwelwe Botswana,Malwelwe Botswana
Phepheng,Botswana,,Phepheng Botswana,Phepheng Botswana,Phepheng Botswana
Boatlaname,Botswana,,Boatlaname Botswana,Boatlaname Botswana,Boatlaname Botswana
Dibete Station,Botswana,,Dibete Station Botswana,Dibete Station Botswana,Dibete Station Botswana
Kutamogree,Botswana,,Kutamogree Botswana,Kutamogree Botswana,Kutamogree Botswana
Dinokwe,Botswana,,Dinokwe Botswana,Dinokwe Botswana,Dinokwe Botswana
Borotsi,Botswana,,Borotsi Botswana,Borotsi Botswana,Borotsi Botswana
Jackalas ,Botswana,,Jackalas  Botswana,Jackalas  Botswana,Jackalas  Botswana
Sorilatholo,Botswana,,Sorilatholo Botswana,Sorilatholo Botswana,Sorilatholo Botswana
Siviya,Botswana,,Siviya Botswana,Siviya Botswana,Siviya Botswana
Kareng,Botswana,,Kareng Botswana,Kareng Botswana,Kareng Botswana
Pilikwe,Botswana,,Pilikwe Botswana,Pilikwe Botswana,Pilikwe Botswana
Mmaphashalala,Botswana,,Mmaphashalala Botswana,Mmaphashalala Botswana,Mmaphashalala Botswana
Ngarange,Botswana,,Ngarange Botswana,Ngarange Botswana,Ngarange Botswana
Lekgolobotlo,Botswana,,Lekgolobotlo Botswana,Lekgolobotlo Botswana,Lekgolobotlo Botswana
Tloaneng,Botswana,,Tloaneng Botswana,Tloaneng Botswana,Tloaneng Botswana
Hatsalatladi,Botswana,,Hatsalatladi Botswana,Hatsalatladi Botswana,Hatsalatladi Botswana
Maape,Botswana,,Maape Botswana,Maape Botswana,Maape Botswana
Moralane,Botswana,,Moralane Botswana,Moralane Botswana,Moralane Botswana
Khawa,Botswana,,Khawa Botswana,Khawa Botswana,Khawa Botswana
Bray,Botswana,,Bray Botswana,Bray Botswana,Bray Botswana
Kaudwane,Botswana,,Kaudwane Botswana,Kaudwane Botswana,Kaudwane Botswana
Sehunou,Botswana,,Sehunou Botswana,Sehunou Botswana,Sehunou Botswana
Shakwe,Botswana,,Shakwe Botswana,Shakwe Botswana,Shakwe Botswana
Motopi,Botswana,,Motopi Botswana,Motopi Botswana,Motopi Botswana
Sekhutlane,Botswana,,Sekhutlane Botswana,Sekhutlane Botswana,Sekhutlane Botswana
Omaweneno,Botswana,,Omaweneno Botswana,Omaweneno Botswana,Omaweneno Botswana
Mokolodi,Botswana,,Mokolodi Botswana,Mokolodi Botswana,Mokolodi Botswana
Motshegaletau,Botswana,,Motshegaletau Botswana,Motshegaletau Botswana,Motshegaletau Botswana
Lesoma,Botswana,,Lesoma Botswana,Lesoma Botswana,Lesoma Botswana
Mabalane,Botswana,,Mabalane Botswana,Mabalane Botswana,Mabalane Botswana
Kuke,Botswana,,Kuke Botswana,Kuke Botswana,Botswana
Shashe Bridge,Botswana,,Shashe Bridge Botswana,Shashe Bridge Botswana,Shashe Bridge Botswana
Keng,Botswana,,Keng Botswana,Keng Botswana,Keng Botswana
Kachikau,Botswana,,Kachikau Botswana,Kachikau Botswana,Kachikau Botswana
Groote Laagte,Botswana,,Groote Laagte Botswana,Groote Laagte Botswana,Groote Laagte Botswana
Serinane,Botswana,,Serinane Botswana,Serinane Botswana,Serinane Botswana
Matlhakola,Botswana,,Matlhakola Botswana,Matlhakola Botswana,Matlhakola Botswana
Moshopha,Botswana,,Moshopha Botswana,Moshopha Botswana,Moshopha Botswana
Gasita,Botswana,,Gasita Botswana,Gasita Botswana,Gasita Botswana
Mahotshwane,Botswana,,Mahotshwane Botswana,Mahotshwane Botswana,Mahotshwane Botswana
Mulambakwena,Botswana,,Mulambakwena Botswana,Mulambakwena Botswana,Mulambakwena Botswana
Tlhankane,Botswana,,Tlhankane Botswana,Tlhankane Botswana,Tlhankane Botswana
Sepako,Botswana,,Sepako Botswana,Sepako Botswana,Sepako Botswana
Mosojane,Botswana,,Mosojane Botswana,Mosojane Botswana,Mosojane Botswana
Kokong,Botswana,,Kokong Botswana,Kokong Botswana,Kokong Botswana
Leologane,Botswana,,Leologane Botswana,Leologane Botswana,Leologane Botswana
Ngware,Botswana,,Ngware Botswana,Ngware Botswana,Ngware Botswana
Gani,Botswana,,Gani Botswana,Gani Botswana,Gani Botswana
Malaka,Botswana,,Malaka Botswana,Malaka Botswana,Malaka Botswana
West Hanahai,Botswana,,West Hanahai Botswana,West Hanahai Botswana,West Hanahai Botswana
Gathwane,Botswana,,Gathwane Botswana,Gathwane Botswana,Gathwane Botswana
Karakobis,Botswana,,Karakobis Botswana,Karakobis Botswana,Karakobis Botswana
Tshane,Botswana,,Tshane Botswana,Tshane Botswana,Tshane Botswana
Bodibeng,Botswana,,Bodibeng Botswana,Bodibeng Botswana,Bodibeng Botswana
Mogonye,Botswana,,Mogonye Botswana,Mogonye Botswana,Mogonye Botswana
Jamataka,Botswana,,Jamataka Botswana,Jamataka Botswana,Jamataka Botswana
Mogomotho,Botswana,,Mogomotho Botswana,Mogomotho Botswana,Mogomotho Botswana
Mokhomba,Botswana,,Mokhomba Botswana,Mokhomba Botswana,Mokhomba Botswana
Lepokole,Botswana,,Lepokole Botswana,Lepokole Botswana,Lepokole Botswana
Dagwi,Botswana,,Dagwi Botswana,Dagwi Botswana,Dagwi Botswana
Magoriapitse,Botswana,,Magoriapitse Botswana,Magoriapitse Botswana,Magoriapitse Botswana
Mmeya,Botswana,,Mmeya Botswana,Mmeya Botswana,Mmeya Botswana
Qabo,Botswana,,Qabo Botswana,Qabo Botswana,Botswana
Metlobo,Botswana,,Metlobo Botswana,Metlobo Botswana,Metlobo Botswana
Malotwana Siding,Botswana,,Malotwana Siding Botswana,Malotwana Siding Botswana,Malotwana Abstellgleis Botswana
Shorobe,Botswana,,Shorobe Botswana,Shorobe Botswana,Shorobe Botswana
Qangwa,Botswana,,Qangwa Botswana,Qangwa Botswana,Qangwa Botswana
Kumaga,Botswana,,Kumaga Botswana,Kumaga Botswana,Kumaga Botswana
Pitsana-Potokwe,Botswana,,Pitsana-Potokwe Botswana,Pitsana-Potokwe Botswana,Pitsana-Potokwe Botswana
Segwagwa,Botswana,,Segwagwa Botswana,Segwagwa Botswana,Segwagwa Botswana
Dovedale,Botswana,,Dovedale Botswana,Dovedale Botswana,Dovedale Botswana
Chobokwane,Botswana,,Chobokwane Botswana,Chobokwane Botswana,Chobokwane Botswana
Parakarungu,Botswana,,Parakarungu Botswana,Parakarungu Botswana,Parakarungu Botswana
Mmadikola,Botswana,,Mmadikola Botswana,Mmadikola Botswana,Mmadikola Botswana
Mokgenene,Botswana,,Mokgenene Botswana,Mokgenene Botswana,Mokgenene Botswana
São Paulo,Brazil,,São Paulo Brazil,São Paulo Brazil,São Paulo Brasilien
Rio de Janeiro,Brazil,,Rio de Janeiro Brazil,Rio de Janeiro Brazil,Rio de Janeiro Brasilien
Brasília,Brazil,,Brasília Brazil,Brasília Brazil,Brasília Brasilien
Fortaleza,Brazil,,Fortaleza Brazil,Fortaleza Brazil,"1966, Fortaleza, Brasilien"
Salvador,Brazil,,Salvador Brazil,Salvador Brazil,"Salvador, Brasilien"
Belo Horizonte,Brazil,,Belo Horizonte Brazil,Belo Horizonte Brazil,"* 1920 Belo Horizonte, Brasilien."
Manaus,Brazil,,Manaus Brazil,Manaus Brazil,"Manaus, Brasilien"
Curitiba,Brazil,,Curitiba Brazil,Curitiba Brazil,"Curitiba, Brasilien"
Recife,Brazil,,Recife Brazil,Recife Brazil,Recife Brasilien
Goiânia,Brazil,,Goiânia Brazil,Goiânia Brazil,Goiânia (Brasilien)
Porto Alegre,Brazil,,Porto Alegre Brazil,Porto Alegre Brazil,"Porto Alegre, Brasilien"
Belém,Brazil,,Belém Brazil,Belém Brazil,Belém Brasilien
Guarulhos,Brazil,,Guarulhos Brazil,Guarulhos Brazil,Guarulhos Brasilien
Campinas,Brazil,,Campinas Brazil,Campinas Brazil,Campinas Brasilien
São Luís,Brazil,,São Luís Brazil,São Luís Brazil,São Luís Brasilien
Maceió,Brazil,,Maceió Brazil,Maceió Brazil,Maceió Brasilien
Campo Grande,Brazil,,Campo Grande Brazil,Campo Grande Brazil,"Campo Grande, Brazil"
São Gonçalo,Brazil,,São Gonçalo Brazil,São Gonçalo Brazil,São Gonçalo Brasilien
Teresina,Brazil,,Teresina Brazil,Teresina Brazil,Teresina Brasilien
João Pessoa,Brazil,,João Pessoa Brazil,João Pessoa Brazil,João Pessoa Brasilien
São Bernardo do Campo,Brazil,,São Bernardo do Campo Brazil,São Bernardo do Campo Brazil,São Bernardo do Campo Brasilien
Duque de Caxias,Brazil,,Duque de Caxias Brazil,Duque de Caxias Brazil,Duque de Caxias Brasilien
Nova Iguaçu,Brazil,,Nova Iguaçu Brazil,Nova Iguaçu Brazil,Nova Iguaçu Brasilien
Natal,Brazil,,Natal Brazil,Natal Brazil,Geburtsort Brasilien
Santo André,Brazil,,Santo André Brazil,Santo André Brazil,Santo André Brasilien
Osasco,Brazil,,Osasco Brazil,Osasco Brazil,Osasco Brasilien
Sorocaba,Brazil,,Sorocaba Brazil,Sorocaba Brazil,Sorocaba Brasilien
Uberlândia,Brazil,,Uberlândia Brazil,Uberlândia Brazil,Uberlândia Brasilien
Ribeirão Preto,Brazil,,Ribeirão Preto Brazil,Ribeirão Preto Brazil,Ribeirão Preto Brasilien
São José dos Campos,Brazil,,São José dos Campos Brazil,São José dos Campos Brazil,São José dos Campos Brasilien
Cuiabá,Brazil,,Cuiabá Brazil,Cuiabá Brazil,Cuiabá Brasilien
Jaboatão dos Guararapes,Brazil,,Jaboatão dos Guararapes Brazil,Jaboatão dos Guararapes Brazil,Jaboatão dos Guararapes Brasilien
Contagem,Brazil,,Contagem Brazil,Contagem Brazil,Contagem Brasilien
Joinville,Brazil,,Joinville Brazil,Joinville Brazil,Joinville Brasilien
